file	sha256	table	index	name	type	bind	visibility	section	value	size	undefined	related_name
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth.ko	6dc3281e9cf784c38f8ea83b272ddc65ef4fdfe2bf3acf99391d5def1635451d	.symtab	733	ra_sw_nat_restore_npu_pingpong_info	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/eth_ephy.ko	b10143d9f578a701e82e2bff954199db9ef0810d3e59d66f81b8de4dbd6fe500	.symtab	138	phyForceEEEAllOnOffRecover	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0x28c	0x1c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	88	fe_pse_reset_action_read	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0xafc	0x28	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	92	fe_pse_reset_action_write	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0xc890	0x88	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	107	fe_set_gdm_sptag_for_extswitch_recover	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0x9dc	0x44	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	110	fe_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0xbee0	0x58	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	164	fe_set_gdm2_sptag_for_loopback_recover	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0x920	0x3c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	185	fe_do_scu_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x14730	0x30c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	189	fe_pse_reset_flag	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x708	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	193	fe_pse_reset_info_read	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0xa20	0xb4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	212	fe_pse_reset_test_write	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0xc920	0x88	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	223	g_fe_iq_reset_test_flag	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x594	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	231	XSI_MAC_LOGIC_RESET	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x131b0	0x3c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	271	fe_pse_reset_lock	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x700	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	290	fe_do_core_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x14a40	0x4b4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	292	fe_pse_reset_threshold_write	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0xc800	0x88	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	309	fe_do_core_reset_without_qdma	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x14f10	0x1c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	310	fe_pse_reset_threshold_read	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0xad4	0x28	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	321	g_fe_all_reset_cnt	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x584	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	352	fe_api_do_fe_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0xe130	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	362	g_fe_pse_reset_test	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x598	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	379	g_fe_iq_reset_cnt	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x570	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	381	fe_do_core_reset_with_qdma	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x14ef4	0x1c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	393	fe_pse_reset_task	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x710	0x28	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	402	fe_pse_reset_test_read	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text.unlikely	0xb24	0x28	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	411	g_fe_qdma_reset_cnt	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x57c	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/fe_core.ko	8571f3969246a8524edc66924600e82cb80f0cde365e80de2bd73d91b5ea60e7	.symtab	414	g_fe_qdma_lan_reset_cnt	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x58c	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	23	hostadpt_tx_cpu_idx	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x40	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	24	hostadpt_regiter_interrupt	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x17a0	0x54	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	25	hostadpt_rx_cpu_idx	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x50	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	26	hostadpt_rx_dscp_max_num	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.data	0x0	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	27	hostadpt_tx_dma_idx	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x38	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	32	hostadpt_tx_handler	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x1924	0x5f8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	37	HOSTADPT_CNT_Base	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x10	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	38	HOSTADPT_CNT_2GBase	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x18	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	39	hostadpt_rx_dma_idx	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x48	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	40	hostadpt_free_interrupt	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x17f4	0x5c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	43	pHostadptRX_BASE	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x70	0x10	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	44	pHostadptTX_BASE	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x60	0x10	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	46	hostadpt_rx_handler	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x980	0xde0	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	49	hostadpt_tx_skbfree_cnt	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x28	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	50	hostadpt_tx_skbin_cnt	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x30	0x8	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	60	toHostadptPktHandle_hook	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	65	get_npu_hostadpt_reg	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	75	get_npu_irq	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	82	set_npu_hostadpt_reg	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	89	get_ecnt_npu_dev	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hostadpt.ko	eef9e68ff3c7ef603ac36506dfdd0db832ad55cd3e17b709f46087ab9deba261	.symtab	94	fromHostadptPktHandle_hook	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hsgmii_lan.ko	60a711a1690d3e5f20f0385ab9fefb3ddc3cbaf8170df317ccd03068e8f38fd9	.symtab	53	xsi_mac_api_logic_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x2e44	0x150	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hsgmii_lan.ko	60a711a1690d3e5f20f0385ab9fefb3ddc3cbaf8170df317ccd03068e8f38fd9	.symtab	61	xsi_mac_itf_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x2880	0x120	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hsgmii_lan.ko	60a711a1690d3e5f20f0385ab9fefb3ddc3cbaf8170df317ccd03068e8f38fd9	.symtab	98	XSI_MAC_LOGIC_RESET	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x1840	0x3c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hsgmii_lan.ko	60a711a1690d3e5f20f0385ab9fefb3ddc3cbaf8170df317ccd03068e8f38fd9	.symtab	150	xsi_mac_api_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x2cb0	0xe0	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	318	wifiqueue_start_idx	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.data	0x5b0	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	387	ecnt_hwnat_npu_add_session_to_vxlan_hdr_list	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x38c64	0x194	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	402	hwnat_set_recover_info	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x3a310	0x88	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	513	ecnt_hwnat_npu_init	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x38e00	0x178	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	676	ecnt_hwnat_npu_check_vxlan_hdr_list	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x37844	0x21c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	728	recover_info_flag	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x310a0	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	776	npu_tunnel_offload_proto	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x30bd0	0x4	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	783	npu_vxlan_hdr_valid	STT_OBJECT	STB_LOCAL	STV_DEFAULT	.bss	0x30bd8	0x460	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	796	ecnt_hwnat_npu_store_vxlan_hdr	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x375a0	0x19c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	812	ecnt_hwnat_npu_deinit	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x38f80	0xa0	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	857	ecnt_hwnat_npu_srv6_hdr_structure	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x38590	0x158	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	948	ra_sw_nat_restore_npu_pingpong_info	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1004	host_notify_npuMbox	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1115	npu_stat	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1137	ra_sw_nat_npu_offload_vxlan_enable	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1164	get_ecnt_npu_dev	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1169	npu_wifi_offload_set_force_to_cpu_flag	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1175	ra_sw_nat_npu_check_vxlan_hdr_list_hook	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1193	TCSUPPORT_NPU_MVAL	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1213	dsoffload_presetting	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1222	ra_sw_nat_npu_store_vxlan_hdr	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/hw_nat.ko	894b91053435a85fa44abb62bfe218c50ffc316f2a2252a75c0d1847f527f200	.symtab	1228	hwnat_set_recover_info_hook	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/ip6t_REJECT.ko	8d78462f86cafb9521ca701a7050d2598119cffe81574f1f43955dc78a86fe50	.symtab	27	nf_send_reset6	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/ipt_REJECT.ko	596ce475192d1e5989c81fbd152ae6bf40f8518d91a13c729029c72ec8e950b8	.symtab	29	nf_send_reset	STT_NOTYPE	STB_GLOBAL	STV_DEFAULT	SHN_UNDEF	0x0	0x0	1	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1440	Reset_OBSS_AirTime	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x13ed34	0x58	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1457	RtmpOsSkbResetMacHeader	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x39caa0	0x14	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1478	ser_get_fe_pAd_by_mainpAd	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x398764	0x18	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1499	vow_avg_pkt_len_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x315200	0x20	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1526	ErrRecoveryCurStage	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x37b1c0	0x14	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1651	ChannelInfoResetNew	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x4a30	0x3c	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1760	reset_txop_all_txrx_counter	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x2a1564	0x30	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1774	hc_reset_radio	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x3523e0	0x158	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1901	AsicRcpiReset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x349780	0x90	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	1913	ser_get_time	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x3982a0	0x14	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	2018	reset_dev_l1profile	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x3a2a40	0x64	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	2093	vow_reset_watf	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x313650	0x70	0	1
.local/legacy-firmware/work/extract/stock-rootfs/lib/modules/5.4.55/mt_wifi.ko	40c8f974ad7317776f602c069c009d1f0d5d939d622ccdee275423fad1e35cb0	.symtab	2158	ser_sys_reset	STT_FUNC	STB_LOCAL	STV_DEFAULT	.text	0x388f20	0x4	0	1
